PDF File,Status,ROI,Signature_box,Error Message
294611.pdf,Success,"[439, 612, 0, 168]","[[466.1379699707031, 111.35323333740234, 572.6399536132812, 163.93411254882812]]",Processed successfully
294690.pdf,Success,"[367, 543, 0, 164]","[[365.9941711425781, 103.44625854492188, 491.1496276855469, 137.34701538085938], [367.2043151855469, 105.01371002197266, 431.45159912109375, 137.35479736328125]]",Processed successfully
294760.pdf,Success,"[363, 543, 0, 167]","[[380.5038146972656, 114.09233093261719, 502.7544250488281, 135.42361450195312], [397.9029541015625, 149.84017944335938, 489.0476379394531, 166.7713623046875]]",Processed successfully
295045.pdf,Success,"[367, 546, 0, 166]","[[371.8999938964844, 100.3700942993164, 491.8086853027344, 139.1572723388672], [372.6375427246094, 108.70567321777344, 424.9796447753906, 133.6855010986328]]",Processed successfully
295087.pdf,Success,"[401, 612, 0, 169]","[[408.4019470214844, 109.56776428222656, 539.870361328125, 141.31503295898438]]",Processed successfully
295121.pdf,Success,"[411, 543, 0, 163]","[[415.0158386230469, 113.69173431396484, 494.0821838378906, 135.342529296875]]",Processed successfully
295181.pdf,Success,"[365, 544, 0, 165]","[[380.7495422363281, 110.80828094482422, 456.30999755859375, 133.0055694580078]]",Processed successfully
295255.pdf,Success,"[439, 612, 0, 169]","[[448.6708984375, 112.23438262939453, 509.3365478515625, 136.05772399902344], [452.87860107421875, 112.80167388916016, 569.0655517578125, 138.55841064453125]]",Processed successfully
295309.pdf,Success,"[365, 542, 0, 166]","[[506.3870849609375, 16.074129104614258, 533.0291137695312, 102.1248550415039]]",Processed successfully
295342.pdf,Success,"[365, 542, 0, 163]","[[377.6688232421875, 112.42745971679688, 457.9759826660156, 138.63624572753906]]",Processed successfully
295378.pdf,Success,"[362, 541, 0, 165]","[[367.7376708984375, 103.02147674560547, 494.67584228515625, 146.5285186767578], [369.6627197265625, 149.38426208496094, 477.84796142578125, 164.1942901611328]]",Processed successfully
295525.pdf,Success,"[365, 544, 0, 165]","[[409.8359375, 81.215576171875, 516.44384765625, 162.0490264892578], [368.4568176269531, 91.7997055053711, 507.4303894042969, 155.33970642089844], [366.9311828613281, 108.0760269165039, 450.6424865722656, 141.7753143310547]]",Processed successfully
295560.pdf,Success,"[366, 544, 0, 166]","[[366.8546142578125, 110.10165405273438, 390.19036865234375, 145.71054077148438], [418.39300537109375, 105.17772674560547, 495.56304931640625, 130.59286499023438]]",Processed successfully
295578.pdf,Success,"[365, 605, 0, 164]","[[397.8168640136719, 106.34111022949219, 521.6270141601562, 135.1852264404297]]",Processed successfully
295623.pdf,Success,"[340, 542, 0, 146]","[[369.62750244140625, 120.39449310302734, 451.1903381347656, 142.7486114501953]]",Processed successfully
295727.pdf,Success,"[338, 610, 0, 147]","[[372.2218322753906, 104.28440856933594, 533.5862426757812, 138.038818359375]]",Processed successfully
295736.pdf,Success,"[370, 541, 0, 167]","[[420.3136291503906, 117.95006561279297, 537.7701416015625, 144.5204620361328]]",Processed successfully
295742.pdf,Success,"[365, 544, 0, 165]","[[364.6099853515625, 133.8748321533203, 496.06256103515625, 164.65731811523438], [386.49066162109375, 104.56239318847656, 454.55224609375, 133.55882263183594], [375.24847412109375, 105.44502258300781, 489.68304443359375, 164.09837341308594]]",Processed successfully
295775.pdf,Success,"[373, 544, 0, 166]","[[374.6015625, 113.00820922851562, 511.78521728515625, 137.18063354492188], [372.2901916503906, 141.3007049560547, 480.4407043457031, 165.2744140625], [374.55657958984375, 116.12483978271484, 505.0188903808594, 163.85302734375]]",Processed successfully
295906.pdf,Success,"[356, 547, 0, 165]","[[359.85565185546875, 121.24886322021484, 437.51275634765625, 164.85589599609375], [356.58587646484375, 32.78739547729492, 363.6765441894531, 41.96807861328125], [358.5249328613281, 112.1170654296875, 493.34100341796875, 160.96224975585938], [420.78472900390625, 105.46088409423828, 515.0843505859375, 134.45208740234375], [360.9029235839844, 106.26262664794922, 512.349853515625, 140.16136169433594], [357.3810729980469, 115.53641510009766, 423.51983642578125, 137.48048400878906]]",Processed successfully
295938.pdf,Success,"[364, 542, 0, 165]","[[375.5269775390625, 110.64401245117188, 457.2004089355469, 134.6608123779297]]",Processed successfully
296063.pdf,Success,"[365, 543, 0, 166]","[[373.75537109375, 110.90945434570312, 468.06439208984375, 134.9746856689453]]",Processed successfully
296138.pdf,Success,"[338, 548, 0, 144]","[[363.8350524902344, 110.02066040039062, 476.5669860839844, 132.6687469482422]]",Processed successfully
296207.pdf,Success,"[367, 547, 0, 165]","[[393.8442077636719, 114.76193237304688, 508.6436462402344, 140.06956481933594]]",Processed successfully
296249.pdf,Success,"[391, 612, 0, 177]","[[417.58697509765625, 149.59690856933594, 478.79791259765625, 178.5611572265625], [394.9107360839844, 117.97124481201172, 563.1991577148438, 162.99220275878906], [395.4209899902344, 127.94491577148438, 470.64117431640625, 150.24578857421875]]",Processed successfully
296325.pdf,Success,"[385, 547, 0, 164]","[[383.9994201660156, 104.6220474243164, 464.1644287109375, 139.1361541748047]]",Processed successfully
296569.pdf,Success,"[411, 612, 0, 169]","[[411.9510498046875, 114.66809844970703, 549.222900390625, 139.81607055664062]]",Processed successfully
296593.pdf,Success,"[364, 542, 0, 166]","[[388.5233459472656, 111.71780395507812, 469.7003479003906, 132.45706176757812]]",Processed successfully
296599.pdf,Success,"[364, 542, 0, 167]","[[370.2458190917969, 123.3968505859375, 412.9952697753906, 152.3061981201172], [422.2723693847656, 115.65210723876953, 498.2608337402344, 135.5368194580078]]",Processed successfully
296602.pdf,Success,"[339, 545, 0, 143]","[[432.7272644042969, 119.72953033447266, 522.2212524414062, 134.75436401367188]]",Processed successfully
296620.pdf,Success,"[364, 541, 0, 164]","[[376.99407958984375, 112.45244598388672, 508.167236328125, 136.12945556640625]]",Processed successfully
296718.pdf,Success,"[365, 543, 0, 167]","[[368.7649841308594, 93.95494842529297, 501.0659484863281, 135.6233367919922]]",Processed successfully
296757.pdf,Success,"[443, 544, 0, 162]","[[445.1859130859375, 107.60202026367188, 533.8433837890625, 134.80123901367188]]",Processed successfully
296763.pdf,Success,"[364, 542, 0, 165]","[[388.8593444824219, 98.55148315429688, 477.4970397949219, 132.03704833984375]]",Processed successfully
296814.pdf,Success,"[441, 544, 0, 167]","[[438.98712158203125, 110.85214233398438, 502.0247497558594, 133.94696044921875]]",Processed successfully
296820.pdf,Success,"[378, 542, 0, 168]","[[377.3732604980469, 88.55801391601562, 473.2256774902344, 137.37168884277344], [385.4349365234375, 138.95260620117188, 499.89337158203125, 166.56866455078125], [384.6698913574219, 152.64596557617188, 462.3474426269531, 168.2235107421875]]",Processed successfully
296823.pdf,Success,"[382, 545, 0, 164]","[[450.59613037109375, 111.22100830078125, 501.4284362792969, 132.51170349121094]]",Processed successfully
296896.pdf,Success,"[367, 548, 0, 165]","[[372.0218200683594, 114.68195343017578, 486.2761535644531, 137.36199951171875], [466.1427307128906, 23.797407150268555, 488.6093444824219, 40.86322021484375], [467.6153869628906, 23.091114044189453, 487.9924011230469, 40.111820220947266]]",Processed successfully
296912.pdf,Success,"[392, 612, 0, 178]","[[393.22613525390625, 123.84793853759766, 483.4107971191406, 178.01235961914062]]",Processed successfully
296936.pdf,Success,"[337, 542, 0, 144]","[[371.0513000488281, 112.75994110107422, 506.31256103515625, 133.94700622558594]]",Processed successfully
296944.pdf,Success,"[396, 612, 0, 178]","[[397.42462158203125, 123.69828033447266, 516.9634399414062, 170.1531524658203]]",Processed successfully
296954.pdf,Success,"[418, 612, 0, 167]","[[418.1858215332031, 113.85497283935547, 492.66583251953125, 143.02963256835938]]",Processed successfully
296980.pdf,Success,"[364, 542, 0, 167]","[[400.93414306640625, 99.53864288330078, 493.4718322753906, 138.85031127929688]]",Processed successfully
297066.pdf,Success,"[364, 542, 0, 167]","[[374.40728759765625, 108.59925079345703, 464.6445617675781, 134.2984619140625], [426.3067626953125, 149.49098205566406, 482.046630859375, 167.3842315673828]]",Processed successfully
297134.pdf,Success,"[365, 542, 0, 165]","[[384.77850341796875, 103.96165466308594, 479.4427490234375, 134.19183349609375], [380.7655944824219, 116.94111633300781, 402.45477294921875, 131.26219177246094]]",Processed successfully
297215.pdf,Success,"[332, 541, 0, 143]","[[361.2607421875, 109.98816680908203, 493.2389831542969, 134.1603240966797]]",Processed successfully
297252.pdf,Success,"[368, 547, 0, 167]","[[388.06707763671875, 20.957714080810547, 533.6041870117188, 115.41526794433594]]",Processed successfully
297303.pdf,Success,"[337, 544, 0, 144]","[[364.49371337890625, 114.46138000488281, 515.9093017578125, 133.2181854248047]]",Processed successfully
297345.pdf,Success,"[338, 544, 0, 144]","[[426.0626525878906, 109.64197540283203, 521.2904052734375, 135.93617248535156], [365.7363586425781, 112.06999206542969, 424.4310607910156, 135.62716674804688]]",Processed successfully
297395.pdf,Success,"[365, 544, 0, 165]","[[377.2826232910156, 95.52000427246094, 479.17535400390625, 141.51235961914062]]",Processed successfully
297439.pdf,Success,"[326, 544, 0, 146]","[[376.14666748046875, 118.39350891113281, 459.8960266113281, 143.65626525878906], [362.469482421875, 20.670480728149414, 509.8440246582031, 119.49630737304688]]",Processed successfully
297485.pdf,Success,"[405, 547, 0, 163]","[[409.3476867675781, 118.15412139892578, 441.666259765625, 150.90924072265625], [405.2224426269531, 145.86537170410156, 463.4194030761719, 163.33126831054688], [406.6020812988281, 118.32778930664062, 459.9498596191406, 161.34921264648438]]",Processed successfully
297511.pdf,Success,"[365, 543, 0, 167]","[[368.97833251953125, 103.56249237060547, 406.4064636230469, 164.63885498046875], [443.4951171875, 107.94110870361328, 539.9500732421875, 141.996826171875], [388.7366027832031, 103.71080017089844, 541.7514038085938, 148.81558227539062]]",Processed successfully
297515.pdf,Success,"[402, 612, 0, 167]","[[403.5708312988281, 114.40809631347656, 454.61505126953125, 141.8478240966797]]",Processed successfully
297591.pdf,Success,"[361, 549, 0, 164]","[[476.98443603515625, 106.59486389160156, 517.1246337890625, 149.94290161132812], [360.5927734375, 89.63887786865234, 424.2548522949219, 137.66725158691406]]",Processed successfully
297688.pdf,Success,"[368, 551, 0, 166]","[[400.1576843261719, 112.57318115234375, 453.44677734375, 136.8916778564453], [398.36541748046875, 111.04093933105469, 453.53271484375, 134.7332763671875]]",Processed successfully
297706.pdf,Success,"[427, 612, 0, 167]","[[438.8478088378906, 125.6139144897461, 542.6143188476562, 143.46322631835938]]",Processed successfully
297799.pdf,Success,"[364, 544, 0, 166]","[[363.7896728515625, 125.4721450805664, 491.1663513183594, 164.54161071777344]]",Processed successfully
297859.pdf,Success,"[426, 544, 0, 165]","[[431.0650634765625, 114.48065185546875, 503.6557922363281, 137.74160766601562]]",Processed successfully
297918.pdf,Success,"[375, 544, 0, 164]","[[374.32830810546875, 109.52386474609375, 444.9651794433594, 134.019287109375]]",Processed successfully
298004.pdf,Success,"[365, 544, 0, 166]","[[370.9665222167969, 110.791015625, 482.5099792480469, 159.72219848632812], [387.75701904296875, 116.87043762207031, 405.4520568847656, 132.78741455078125], [416.8571472167969, 111.05565643310547, 484.0248107910156, 149.18447875976562]]",Processed successfully
298060.pdf,Success,"[380, 612, 0, 170]","[[402.446533203125, 139.55006408691406, 548.5535278320312, 162.68658447265625]]",Processed successfully
298075.pdf,Success,"[373, 544, 0, 163]","[[376.30157470703125, 103.37580108642578, 502.239501953125, 137.8974151611328]]",Processed successfully
298105.pdf,Success,"[391, 545, 0, 164]","[[404.51513671875, 113.48554992675781, 527.2265014648438, 153.69175720214844], [433.5876770019531, 142.04672241210938, 522.7030029296875, 164.4080047607422], [391.5256652832031, 117.00460815429688, 401.99664306640625, 131.9395751953125]]",Processed successfully
298152.pdf,Success,"[364, 547, 0, 165]","[[386.78857421875, 110.95526123046875, 441.3152770996094, 162.38450622558594]]",Processed successfully
298161.pdf,Success,"[321, 544, 0, 145]","[[372.3039855957031, 108.48719787597656, 530.4697265625, 137.57603454589844]]",Processed successfully
298164.pdf,Success,"[366, 544, 0, 167]","[[455.737548828125, 16.470415115356445, 480.37359619140625, 44.26415252685547]]",Processed successfully
298179.pdf,Success,"[340, 545, 0, 144]","[[369.1780090332031, 115.42223358154297, 456.8922119140625, 135.7557373046875]]",Processed successfully
298209.pdf,Success,"[399, 610, 0, 167]","[[406.792724609375, 111.00418090820312, 496.130859375, 132.9200897216797]]",Processed successfully
298252.pdf,Success,"[482, 612, 0, 190]","[[483.8680114746094, 129.4366455078125, 554.8819580078125, 168.6851043701172]]",Processed successfully
298307.pdf,Success,"[364, 544, 0, 165]","[[380.79986572265625, 108.0362319946289, 420.2413330078125, 133.51788330078125]]",Processed successfully
298387.pdf,Success,"[364, 543, 0, 167]","[[369.783447265625, 101.7669906616211, 490.8353576660156, 163.53414916992188]]",Processed successfully
298391.pdf,Success,"[336, 544, 0, 144]","[[370.5649719238281, 116.62841033935547, 439.4672546386719, 132.3158721923828]]",Processed successfully
298393.pdf,Success,"[386, 544, 0, 166]","[[439.5406494140625, 63.64244079589844, 462.2492980957031, 84.15894317626953], [385.9413757324219, 15.987692832946777, 528.620361328125, 130.1925506591797], [387.46734619140625, 87.71089172363281, 495.4415588378906, 135.08248901367188], [466.2701721191406, 76.51239013671875, 486.9088134765625, 96.79434204101562]]",Processed successfully
298487.pdf,Success,"[365, 545, 0, 164]","[[393.38873291015625, 99.38002014160156, 451.3818359375, 138.88426208496094], [381.57574462890625, 149.03793334960938, 425.32464599609375, 165.1393585205078], [380.6988525390625, 148.5896759033203, 425.16314697265625, 165.53184509277344]]",Processed successfully
298656.pdf,Success,"[336, 543, 0, 147]","[[378.8072509765625, 3.8451313972473145, 533.1560668945312, 100.69725036621094]]",Processed successfully
298692.pdf,Success,"[339, 544, 0, 142]","[[403.0434265136719, 7.1769304275512695, 503.4932861328125, 45.51380157470703]]",Processed successfully
298700.pdf,Success,"[366, 545, 0, 165]","[[367.6609802246094, 94.49407196044922, 426.3338928222656, 144.07525634765625], [368.3797302246094, 91.4328842163086, 424.3498229980469, 142.90293884277344]]",Processed successfully
298727.pdf,Success,"[366, 545, 0, 164]","[[415.5914611816406, 106.57122802734375, 514.1527099609375, 140.34288024902344], [370.3383483886719, 149.55325317382812, 471.4563293457031, 163.86090087890625]]",Processed successfully
298799.pdf,Success,"[362, 543, 0, 166]","[[379.7381896972656, 102.02413940429688, 461.51080322265625, 137.04747009277344]]",Processed successfully
298814.pdf,Success,"[365, 544, 0, 165]","[[380.86944580078125, 113.9301986694336, 477.8916320800781, 135.95465087890625]]",Processed successfully
298832.pdf,Success,"[365, 544, 0, 165]","[[393.5503845214844, 110.34165954589844, 486.513427734375, 139.77235412597656]]",Processed successfully
298862.pdf,Success,"[365, 544, 0, 168]","[[365.9542236328125, 112.89812469482422, 526.7919921875, 139.7906494140625]]",Processed successfully
298912.pdf,Success,"[340, 546, 0, 144]","[[452.9701232910156, 107.28926849365234, 513.4134521484375, 125.90496063232422]]",Processed successfully
298960.pdf,Success,"[364, 546, 0, 166]","[[383.200439453125, 111.22681427001953, 477.9232177734375, 138.9225616455078]]",Processed successfully
299031.pdf,Success,"[343, 553, 0, 149]","[[385.5072021484375, 116.31776428222656, 507.622802734375, 139.08094787597656]]",Processed successfully
299083.pdf,Success,"[369, 549, 0, 163]","[[402.14569091796875, 112.81969451904297, 485.55938720703125, 134.60853576660156]]",Processed successfully
299127.pdf,Success,"[366, 545, 0, 164]","[[377.1000061035156, 109.66206359863281, 493.610595703125, 146.23658752441406]]",Processed successfully
299221.pdf,Success,"[364, 543, 0, 164]","[[378.3779602050781, 96.48234558105469, 464.2421875, 131.6626434326172]]",Processed successfully
299252.pdf,Success,"[310, 610, 0, 134]","[[348.4654846191406, 100.2051773071289, 421.228759765625, 122.2199935913086]]",Processed successfully
299261.pdf,Success,"[366, 545, 0, 124]","[[375.4694519042969, 4.9701385498046875, 533.8060302734375, 63.19151306152344]]",Processed successfully
299321.pdf,Success,"[360, 542, 0, 165]","[[379.70538330078125, 119.33280944824219, 449.7522888183594, 140.6937713623047]]",Processed successfully
299403.pdf,Success,"[362, 540, 0, 172]","[[392.6521911621094, 120.69497680664062, 476.3345031738281, 151.50987243652344], [412.4716491699219, 160.14564514160156, 475.632568359375, 172.99688720703125], [364.0993957519531, 153.61151123046875, 491.0038146972656, 173.32659912109375], [367.4356689453125, 126.58489227294922, 480.8077392578125, 170.32676696777344]]",Processed successfully
299409.pdf,Success,"[339, 546, 0, 145]","[[434.83380126953125, 107.64547729492188, 499.81878662109375, 131.82196044921875]]",Processed successfully
299413.pdf,Success,"[361, 541, 0, 168]","[[381.18310546875, 114.65552520751953, 452.24713134765625, 135.2588653564453]]",Processed successfully
299460.pdf,Success,"[371, 545, 0, 167]","[[411.079833984375, 108.24520111083984, 530.0741577148438, 137.66941833496094]]",Processed successfully
299581.pdf,Success,"[340, 544, 0, 142]","[[383.7644958496094, 108.49736022949219, 479.465087890625, 131.09580993652344]]",Processed successfully
299583.pdf,Success,"[373, 542, 0, 161]","[[433.8675842285156, 117.90633392333984, 507.5623474121094, 136.54461669921875]]",Processed successfully
299692.pdf,Success,"[365, 544, 0, 166]","[[375.6977844238281, 106.7441635131836, 483.8287658691406, 145.58624267578125]]",Processed successfully
299880.pdf,Success,"[336, 543, 0, 146]","[[367.9920654296875, 119.21503448486328, 426.6397399902344, 133.26219177246094], [434.5919189453125, 112.47882080078125, 515.4053344726562, 132.83529663085938]]",Processed successfully
299894.pdf,Success,"[368, 547, 0, 171]","[[374.95086669921875, 31.836641311645508, 531.044921875, 149.00027465820312]]",Processed successfully
299922.pdf,Success,"[386, 549, 0, 160]","[[389.88623046875, 111.31121826171875, 435.7928161621094, 136.25125122070312]]",Processed successfully
299928.pdf,Success,"[401, 612, 0, 176]","[[401.74639892578125, 125.55548858642578, 511.42230224609375, 147.93563842773438]]",Processed successfully
299932.pdf,Success,"[367, 550, 0, 166]","[[451.9720458984375, 108.0106430053711, 532.8171997070312, 135.42315673828125], [457.15179443359375, 18.435134887695312, 477.4472961425781, 42.50761795043945], [370.15911865234375, 120.50627136230469, 395.2869567871094, 164.82183837890625]]",Processed successfully
299958.pdf,Success,"[366, 546, 0, 195]","[[365.9621276855469, 175.36276245117188, 393.8072814941406, 195.90225219726562]]",Processed successfully
299990.pdf,Success,"[365, 545, 0, 165]","[[404.681884765625, 14.68139362335205, 509.9644470214844, 116.45907592773438], [386.1495361328125, 115.43112182617188, 493.1973571777344, 163.95269775390625]]",Processed successfully
299998.pdf,Success,"[365, 544, 0, 170]","[[376.1439514160156, 121.99781036376953, 434.0863037109375, 135.6224822998047]]",Processed successfully
300013.pdf,Success,"[366, 545, 0, 163]","[[388.9310607910156, 104.59843444824219, 532.3568115234375, 131.00250244140625]]",Processed successfully
300028.pdf,Success,"[364, 545, 0, 164]","[[377.9090270996094, 95.98001098632812, 497.15081787109375, 152.54415893554688], [378.51885986328125, 130.780517578125, 485.2456359863281, 159.4456329345703]]",Processed successfully
300063.pdf,Success,"[363, 543, 0, 166]","[[383.6051940917969, 106.30793762207031, 505.7861022949219, 143.66307067871094], [364.4577331542969, 142.7483673095703, 512.6474609375, 164.22671508789062], [383.0728759765625, 97.37586212158203, 454.2765808105469, 138.21139526367188]]",Processed successfully
300124.pdf,Success,"[462, 544, 0, 164]","[[462.9958801269531, 103.31969451904297, 529.7653198242188, 134.8636016845703]]",Processed successfully
300303.pdf,Success,"[417, 612, 0, 177]","[[438.8708801269531, 144.88356018066406, 489.24920654296875, 177.71328735351562], [434.888427734375, 130.37803649902344, 492.4062194824219, 153.43113708496094]]",Processed successfully
300313.pdf,Success,"[363, 543, 0, 166]","[[386.90960693359375, 109.82333374023438, 466.5445251464844, 134.05316162109375]]",Processed successfully
300363.pdf,Success,"[365, 544, 0, 164]","[[374.02655029296875, 101.9425277709961, 482.0827941894531, 134.62510681152344], [383.3405456542969, 149.41888427734375, 453.5448303222656, 164.4110565185547]]",Processed successfully
300513.pdf,Success,"[364, 544, 0, 163]","[[383.43505859375, 104.07008361816406, 482.3563232421875, 134.74293518066406]]",Processed successfully
300585.pdf,Success,"[364, 544, 0, 167]","[[384.8701171875, 108.55848693847656, 469.3782043457031, 138.89451599121094]]",Processed successfully
300593.pdf,Success,"[335, 544, 0, 148]","[[370.46783447265625, 113.69133758544922, 482.0506591796875, 136.59567260742188], [405.3644714355469, 70.1974868774414, 447.1581726074219, 93.00041961669922]]",Processed successfully
300614.pdf,Success,"[324, 530, 0, 147]","[[364.29998779296875, 107.26144409179688, 464.61029052734375, 136.12692260742188]]",Processed successfully
300668.pdf,Success,"[366, 544, 0, 168]","[[449.798095703125, 102.5609359741211, 522.879150390625, 136.78639221191406]]",Processed successfully
300799.pdf,Success,"[338, 544, 0, 144]","[[430.2643737792969, 101.71769714355469, 535.5877685546875, 134.16648864746094]]",Processed successfully
300835.pdf,Success,"[374, 544, 0, 167]","[[376.9304504394531, 119.12718200683594, 474.1969299316406, 144.95175170898438]]",Processed successfully
300847.pdf,Success,"[336, 544, 0, 144]","[[347.05462646484375, 105.78705596923828, 436.4142761230469, 144.45936584472656]]",Processed successfully
300882.pdf,Success,"[358, 528, 0, 155]","[[379.466064453125, 87.36824798583984, 447.49713134765625, 124.28958892822266]]",Processed successfully
300908.pdf,Success,"[360, 542, 0, 165]","[[363.5738830566406, 148.87240600585938, 426.3748779296875, 164.6590576171875]]",Processed successfully
300962.pdf,Success,"[333, 543, 0, 145]","[[416.8560485839844, 4.703533172607422, 522.2710571289062, 104.16815948486328], [363.0008239746094, 121.39846801757812, 476.96527099609375, 134.43084716796875]]",Processed successfully
300998.pdf,Success,"[377, 548, 0, 200]","[[378.56884765625, 136.9709930419922, 514.3956909179688, 170.3057403564453]]",Processed successfully
301025.pdf,Success,"[364, 544, 0, 167]","[[400.8575134277344, 115.2292709350586, 463.9582214355469, 135.20932006835938]]",Processed successfully
301039.pdf,Success,"[368, 547, 0, 168]","[[397.85882568359375, 118.38410186767578, 498.5049133300781, 139.9976348876953], [430.32611083984375, 155.0150146484375, 486.9383544921875, 167.69517517089844]]",Processed successfully
301146.pdf,Success,"[363, 544, 0, 165]","[[371.2709655761719, 112.09300231933594, 448.80621337890625, 146.4938507080078]]",Processed successfully
301167.pdf,Success,"[374, 543, 0, 166]","[[377.17938232421875, 57.70237350463867, 468.50115966796875, 140.07398986816406]]",Processed successfully
301176.pdf,Success,"[365, 549, 0, 166]","[[380.9382629394531, 107.0805435180664, 474.9793395996094, 134.43563842773438], [365.7209167480469, 146.96546936035156, 380.33673095703125, 166.5696563720703]]",Processed successfully
301207.pdf,Success,"[334, 542, 0, 144]","[[364.5444641113281, 117.55789184570312, 493.7977294921875, 130.77745056152344]]",Processed successfully
301215.pdf,Success,"[364, 542, 0, 166]","[[394.7050476074219, 136.2234649658203, 484.8809814453125, 165.53797912597656], [488.281005859375, 111.37718963623047, 540.1870727539062, 135.71670532226562]]",Processed successfully
301227.pdf,Success,"[337, 544, 0, 145]","[[363.5693359375, 118.4971694946289, 430.19769287109375, 134.02626037597656]]",Processed successfully
301230.pdf,Success,"[371, 543, 0, 166]","[[399.563720703125, 104.74653625488281, 514.3238525390625, 137.7893829345703], [376.4447021484375, 112.73162841796875, 392.98297119140625, 135.57115173339844]]",Processed successfully
301232.pdf,Success,"[378, 546, 0, 173]","[[381.1944274902344, 115.97379302978516, 509.96649169921875, 148.52366638183594]]",Processed successfully
301243.pdf,Success,"[367, 543, 0, 166]","[[372.45782470703125, 115.35423278808594, 485.9273986816406, 136.34703063964844], [368.9056396484375, 118.32231140136719, 486.52362060546875, 154.57315063476562]]",Processed successfully
301405.pdf,Success,"[385, 544, 0, 167]","[[427.67742919921875, 112.61973571777344, 504.75799560546875, 132.81265258789062]]",Processed successfully
301451.pdf,Success,"[365, 549, 0, 166]","[[393.1332092285156, 98.78933715820312, 469.1777038574219, 150.21707153320312]]",Processed successfully
301503.pdf,Success,"[399, 612, 0, 179]","[[406.3407897949219, 126.86209106445312, 494.3268127441406, 148.02835083007812]]",Processed successfully
301507.pdf,Success,"[354, 612, 0, 145]","[[391.1022644042969, 113.3135757446289, 489.7934265136719, 135.7738037109375]]",Processed successfully
301694.pdf,Success,"[336, 543, 0, 145]","[[433.9683532714844, 118.71944427490234, 500.2894287109375, 131.92105102539062], [369.9539489746094, 99.42867279052734, 484.46826171875, 131.11732482910156]]",Processed successfully
301730.pdf,Success,"[448, 547, 0, 166]","[[446.56884765625, 19.660202026367188, 492.708984375, 119.69711303710938]]",Processed successfully
301748.pdf,Success,"[377, 542, 0, 165]","[[379.1654357910156, 114.01321411132812, 482.9258117675781, 135.57298278808594]]",Processed successfully
301754.pdf,Success,"[370, 551, 0, 166]","[[372.7525634765625, 130.2142791748047, 495.1054382324219, 164.2523193359375], [379.5787048339844, 107.17427825927734, 456.2447814941406, 137.00723266601562]]",Processed successfully
301783.pdf,Success,"[336, 544, 0, 147]","[[367.6250915527344, 114.57220458984375, 441.4179992675781, 134.572509765625], [371.6391906738281, 113.3759994506836, 512.6995239257812, 140.81927490234375], [433.4322204589844, 115.35993957519531, 517.116943359375, 141.53057861328125]]",Processed successfully
301930.pdf,Success,"[393, 543, 0, 166]","[[405.80389404296875, 20.5557918548584, 507.01531982421875, 127.89041900634766]]",Processed successfully
301960.pdf,Success,"[366, 543, 0, 169]","[[403.1556701660156, 104.32830047607422, 481.86968994140625, 138.613525390625]]",Processed successfully
302025.pdf,Success,"[370, 544, 0, 169]","[[374.1960754394531, 112.63170623779297, 507.43023681640625, 151.56155395507812]]",Processed successfully
302051.pdf,Success,"[369, 542, 0, 169]","[[375.238525390625, 116.36984252929688, 445.88018798828125, 134.93324279785156]]",Processed successfully
302091.pdf,Success,"[376, 544, 0, 166]","[[376.60736083984375, 109.32888793945312, 509.8722839355469, 134.73965454101562]]",Processed successfully
302130.pdf,Success,"[338, 543, 0, 147]","[[446.70587158203125, 113.10702514648438, 512.8670043945312, 136.53123474121094], [367.5202941894531, 110.50675964355469, 397.7240905761719, 136.1583251953125]]",Processed successfully
302143.pdf,Success,"[337, 543, 0, 149]","[[364.6897888183594, 120.74897766113281, 392.7682189941406, 138.36419677734375]]",Processed successfully
302170.pdf,Success,"[366, 543, 0, 170]","[[366.4483337402344, 110.83442687988281, 460.2569274902344, 162.37306213378906], [365.2553405761719, 112.24095916748047, 407.3254089355469, 162.60879516601562]]",Processed successfully
302273.pdf,Success,"[363, 544, 0, 168]","[[375.9612731933594, 103.69107818603516, 517.8079223632812, 144.7722930908203], [421.3296813964844, 22.367780685424805, 525.7572631835938, 116.61793518066406]]",Processed successfully
302351.pdf,Success,"[408, 612, 0, 153]","[[444.5417175292969, 119.48963165283203, 561.1986083984375, 139.48098754882812]]",Processed successfully
302417.pdf,Success,"[365, 543, 0, 167]","[[377.107421875, 116.45860290527344, 489.50421142578125, 134.3604278564453]]",Processed successfully
302454.pdf,Success,"[328, 544, 0, 149]","[[378.16583251953125, 116.03875732421875, 500.859619140625, 140.80650329589844]]",Processed successfully
302466.pdf,Success,"[338, 543, 0, 150]","[[368.3094177246094, 121.58584594726562, 439.8287048339844, 137.37803649902344]]",Processed successfully
302481.pdf,Success,"[366, 544, 0, 197]","[[401.8008117675781, 135.6068572998047, 450.7997131347656, 164.6829071044922]]",Processed successfully
302517.pdf,Success,"[365, 542, 0, 166]","[[364.3811950683594, 114.89871215820312, 448.4111328125, 136.2935333251953]]",Processed successfully
302602.pdf,Success,"[332, 545, 0, 150]","[[449.38275146484375, 120.56497192382812, 507.8489074707031, 138.01205444335938], [369.8469543457031, 119.86906433105469, 506.2606506347656, 141.47930908203125], [372.2951354980469, 124.47486877441406, 451.6075744628906, 143.51744079589844]]",Processed successfully
302653.pdf,Success,"[370, 539, 0, 171]","[[370.73284912109375, 116.01954650878906, 460.8792419433594, 141.7172393798828]]",Processed successfully
